,Amount($),Year of Funding,Founded,Company/Brand,Sector,Stage,HeadQuarter,What it does
1173,85860249.91073933,2020,2020,Leap Club,Social e-commerce,Series A,Gurugram,Community led professional network for women
1174,11241000.0,2020,2013,Ather Energy,Automobile,Series C,Bangalore,Electric scooter manufacturer
1175,804000.0,2020,2015,Gigforce,HR tech,Series A,Bangalore,Provides staffing solutions for businesses
1176,2500000.0,2020,2020,Vegrow,Agritech,Seed Round,Bangalore,It is building an asset-light farm by partnering with small farms on a profit-sharing model
1177,85860249.91073933,2020,2019,Finn,Fintech,Pre series A,Bangalore,Neobanking startup that digitises all banking transactions
1178,10000000.0,2020,2015,Bijnis,B2B marketplace,Series A,Bangalore,Provides a platform for manufacturers and retailers in digital transaction
1179,1340000.0,2020,2009,iNurture,Edtech,Series A,Bangalore,"It provides a conducive and healthy teaching, learning environment"
1180,467000.0,2020,2014,StyleDotMe,Fashion Tech,Pre series A,Gurugram,"mirrAR, helps jewellers sell jewellery with no physical inventory"
1181,133000.0,2020,2018,Ripsey,Nutrition tech,Series A,Mumbai,It plans meals in consultation from fitness experts and nutritionists and prepares them in-house
1182,85860249.91073933,2020,2017,ThriveFNC,Health & Wellness,Seed Round,Pune,Focusses on reversing chronic lifestyle disorders through functional nutrition.
1183,100000000.0,2020,2011,Vedantu,Edtech,Series D,Bangalore,Onine learning platform
1184,7000000.0,2020,2015,Magicpin,"0    Fintech
Name: Sector, dtype: object",Series D,Gurugram,"It is a local discovery, rewards, and commerce platform"
1185,3823000.0,2020,2018,Procol,Agritech,Series A,Delhi,Commodity procurement platform
1186,1000000.0,2020,2016,Yumlane,Cloud Kitchen,Pre series A,Mumbai,Online retailer that offers a range of on-the-go hot snacking and meals
1187,934000.0,2020,2018,Crio,Edtech,Series A,Bangalore,A learning platform for developers
1188,500000.0,2020,2015,Openapp,IoT,Series A,Bangalore,Security solutions startup
1189,293000.0,2020,2015,PumPumPum,IoT/Automobile,Series A,Gurugram,Offers leased car services
1190,85860249.91073933,2020,2015,uFony Services Pvt ltd,Edtech,Series A,Pune,"School Diary, a platform that brings education to smartphones"
1191,85860249.91073933,2020,2015,Protinus Fashion Networking Pvt Ltd,Fashion,Pre series A,Mumbai,Owns and operates fashion commerce and retail management platform 6Degree
1192,85860249.91073933,2020,2015,Uable,Edtech,Seed Round,Bangalore,Online life skills development platform for children
1193,198000.0,2020,2019,ParkSmart,IoT,Series A,Delhi,Parking spot reservation platform
1194,927000.0,2020,2019,Plum,Healthtech,Seed Round,Bangalore,Provides health benefits to corporates
1195,4000000.0,2020,2011,IncNut Digital,Ecommerce,Series A,Hyderabad,Owns and Operates two women-centric digital media platforms -- Stylecraze.com and Momjunction.com
1196,971000.0,2020,2017,GigIndia,Tech,Pre series A,Pune,Marketplace that provides on-demand work completion for companies through workforce of jobseekers
1197,3060000.0,2020,2007,Specsmaker,Eye Wear,Series A,Chennai,Online optical chain for eye wears
1198,1862000.0,2020,2015,Piggy Ride,SaaS,Pre series A,Bangalore,"Offers parents and kids, a platform to browse and book extracurricular interest-based activities"
1199,232000.0,2020,2018,Chai Waale,Beverage,Series A,Chennai,Tea Brand
1200,85860249.91073933,2020,2015,NOTO,Food,Pre seed round,Mumbai,A brand that makes healthy icecream
1201,2888000.0,2020,2013,Cuemath,Edtech,Series B,Bangalore,It helps students to learn math online
1202,1328000.0,2020,2015,Cars24,Automobile,Series A,Gurgaon,Online platform for selling used cars
1203,40000000.0,2020,2012,JetSynthesys,Digital tech,Series A,Pune,Digital entertainment and technology company
1204,85860249.91073933,2020,2017,Earth Energy EV,Automobile,Seed Round,Mumbai,Electric vehicles startup
1205,85860249.91073933,2020,2015,Green Cure,Health & Wellness,Series A,Delhi,It sells herbal OTC products
1206,1200000.0,2020,2018,Blue Sky Analytics,Data Intelligence,Seed Round,Gurugram,"It is building AI-powered infrastructure to analyse air quality, pollution etc"
1207,85860249.91073933,2020,2017,Edhusk,Edtech,Series A,Jaipur,Provieds personalised learning to students by leveraging technology-driven models
1208,15500000.0,2020,2020,Decentro,Fintech,Series A,Bangalore,Automated API-based platform that enables financial integrations.
1209,56000000.0,2020,2015,Zolostays,Co-living,Series C,Bangalore,It offers affordable housing apartments to young professionals and students
1210,2250000.0,2020,2011,Frontier Markets,Ecommerce,Pre series A,Jaipur,Women entreprenuers sells products and services to rural India
1211,85860249.91073933,2020,2018,Brainwired,Agritech,Series A,Kerala,India’s first livestock health monitoring company
1212,16753000.0,2020,2014,Aye Finance,Fintech,Series E,Gurugram,A finance lender to SMEs
1213,3700000.0,2020,2013,Paper Boat,Food & Beverages,Series A,Gurugram,Ecommerce platform for beverages and snacks
1214,1470000.0,2020,2019,Ken42,Edtech,Series A,Bangalore,A platform that caters to evolving needs of institutions
1215,1000000.0,2020,2015,Forbidden Foods,Food,Seed Round,Delhi,Packaged snacks company
1216,530000.0,2020,2012,Universal Sportsbiz,Fashion,Series A,Bangalore,Indian fashion industry with on-trend products
1217,500000.0,2020,2015,Gobbly,Retail Tech,Seed Round,Gurugram,A contactless retail store filled with fruits and veggies
1218,85860249.91073933,2020,2015,Aerostrovilos,Automotive,Series A,Chennai,Manufactures micro gas turbines for power-based application
1219,267000.0,2020,2015,Mitron,Media,Seed Round,Bangalore,Short Video and Social Platform
1220,3344000.0,2020,2015,Bulk MRO,B2B,Series A,Mumbai,A full stack B2B platform for industrial supplies
1221,600000.0,2020,2019,Inspektlabs,AI,Pre series A,Delhi,Focuses on building computer vision products for physical asset inspections
1222,1000000.0,2020,2018,Big Bang Boom Solutions,Defense tech,Series A,Chennai,It developed integrated intellectual properties for defense
1223,7200000.0,2020,2013,Flinto,Edtech,Pre series B,Chennai,It is an educational subscription-box focussed at activity-based learning for the ages 2-12
1224,21000000.0,2020,2018,Zetwerk,Marketplace,Series C,Bangalore,B2B marketplace that connects manufacturing companies for industrial equipements
1225,650000.0,2020,2016,ChitMonks,Fintech,Pre series A,Hyderabad,Offers enterprise private platform for chit fund firms
1226,85860249.91073933,2020,2019,Walrus,Fintech,Pre-Seed,Bangalore,It provides banking solutions for teens and young adults
1227,1100000.0,2020,2015,Arth Designbuild,Construction tech,Series A,Hyderebad,Construction technology and solutions provider
1228,1700000.0,2020,2015,goDutch,Fintech,Seed Round,Mumbai,Group Payments platform
1229,85860249.91073933,2020,2019,Rusk Media,Digital Media,Seed Round,Delhi,It creates video content
1230,85860249.91073933,2020,2019,Bold Care,Health & Wellness,Pre-seed Round,Mumbai,Digital platform that offers sexologist consultations for  men
1231,85860249.91073933,2020,2017,Samosa Party,Food,Series A,Bangalore,Provides quality Indian Snacks
1232,2743000.0,2020,2012,High Street Essentials,Ecommerce,Pre series C,New Delhi,The parent company of women's fashion brands FabAlley and Indya
1233,85860249.91073933,2020,2011,Byju's,Edtech,Series A,Bangalore,Provides online learning classes
1234,6082000.0,2020,2016,Slice,Fintech,Pre series B,Bangalore,A financial platform for youngsters
1235,1500000.0,2020,2015,Bombay Play,Gaming,Pre series A,Bangalore,It designs and creates online multiplayer games
1236,6609000.0,2020,2011,Fullife,Healthtech,Series A,Mumbai,It sells sports nutrition supplements through a brand called Fast&Up
1237,5000000.0,2020,2016,Oziva,Nutrition,Series A,Bangalore,Clean Label Active Nutrition Brand
1238,27700000.0,2020,2014,Aye Finance,Fintech,Series E,Gurugram,A finance lender to SMEs
1239,85860249.91073933,2020,2016,Aether Biomedical,Medtech,Seed Investment,Delhi,"Medical robotics startup, focussed on developing rehabilitation devices"
1240,5940000.0,2020,2012,91springboard,Coworking,Series A,Delhi,It offers collaborative workspace with varied amenities
1241,3964000.0,2020,2015,Yulu,Micro-mobiity,Series A,Bangalore,The electric and scooter rental startup
1242,5500000.0,2020,2015,Milkbasket,Logistics,Series A,Gurugram,Hyperlocal delivery service startup
1243,197000.0,2020,2018,MergerDomo,Marketplace,Series A,Noida,Global online corporate deal sourcing and consulting marketplace
1244,85860249.91073933,2020,2016,GoMechanic,Auto-tech,Series B,Delhi,Find automobile repair and maintenance service providers
1245,10000000.0,2020,2009,Milk Mantra,Food,Series A,Odisha,Produces Dairy Products
1246,4327000.0,2020,2015,Myglamm,Beauty,Series A,Mumbai,On-demand beauty services provider
1247,25000000.0,2020,2015,Drishti Technologies,AI,Series B,Bangalore,"AI-based video analytics, data, and insights bring benefits to manufacturers"
1248,2000000.0,2020,2019,Instasolv,Edtech,Pre series A,Noida,It is a doubt-solving app for students from Class 6 to 12
1249,459000.0,2020,2017,GoldenPi,Fintech,Series A,Bangalore,An online aggregator of bonds and debentures available in the secondary market
1250,85860249.91073933,2020,2020,Peppermint,Robotics,Seed Round,Bangalore,Industrial robotics startup
1251,85860249.91073933,2020,2015,Sarva,Yoga & wellness,Series A,Mumbai,It drives a cultural change in making yoga-based wellness a part of modern lifestyle
1252,3937000.0,2020,2017,Jai Kisan,Fintech,Pre series A,Mumbai,A platform that caters the need of customers in rural areas
1253,85860249.91073933,2020,2015,Agro2o,Agritech,Series A,New Delhi,It develops products focused on making hydroponics-based farming
1254,1313500.0,2020,2015,LetsTransport,Logitech,Series A,Bangalore,Offers techno logistics solutions
1255,85860249.91073933,2020,2015,GabbarDeals,Ecommerce,Series A,Pune,Online-to-Offline platforms for mobile phones & accessories
1256,229800.0,2020,2015,Crimson Healthcare,Med Tech,Series A,Delhi,It innovates cutting edge solutions for various problems in the healthcare system
1257,85860249.91073933,2020,2015,Biomoneta,Life sciences,Seed Round,Bangalore,It develops germicidal technologies
1258,150000.0,2020,2015,Edvizo,Edtech,Seed Round,Bangalore,"Online marketplace to search, compare and enrol in the best institutes for competitive exam preparation"
1259,11370000.0,2020,2015,Servify,SaaS,Series C,Mumbai,Operates device management and support platform
1260,5305000.0,2020,2015,Drum Food,Food,Series A,Mumbai,It runs yoghurt brand Epigamia
1261,85860249.91073933,2020,2002,Innoviti,SaaS,Series C,Bangalore,Digital payments solutions company
1262,18000000.0,2020,2018,Jiffy ai,AI,Series A,Bangalore,Enterprise automation startup
1263,150000000.0,2020,2014,Postman,Tech,Series C,Bangalore,API development platform startup
1264,85860249.91073933,2020,2018,F5,Retail Aggregator,Series A,Bangalore,It provides opportunities for its partner vendors to upsell and cross-sell their products.
1265,5500000.0,2020,2015,Waycool,Agritech,Series C,Chennai,Food development and distribution services
1266,85860249.91073933,2020,2019,Myelin Foundry,Deep Tech AI,Series A,Bangalore,"It builds AI based algorithms on video, voice and sensor"
1267,264000.0,2020,2015,Ameliorate Biotech,Biotech,Angel Round,Bangalore,"Their products address the needs in Early Stage Diagnostics, Bio-Similars and Nutraceuticals."
1268,1000000.0,2020,2018,Hapramp,Blockchain,Series A,Gurugram,Startup working on technologies like blockchain and social media
1269,85860249.91073933,2020,2016,MyKaam,HrTech,Series A,Bangalore,Online job searching and recruiting platform
1270,6000000.0,2020,2016,HealthPlix,Healthtech,Series B,Bangalore,It provides clinical software for doctors
1271,3300000.0,2020,2019,YoloBus,Mobility/Transport,Series A,Gurugram,Intercity bus service startup
1272,4000000.0,2020,2015,iNurture Education,Edtech,Series A,Bangalore,"It provides a conducive and healthy teaching, learning environment"
1273,1750000.0,2020,2017,Pocket52,Gaming,Series A,Bangalore,An online poker playing platform
1274,1000000.0,2020,2016,QuaQua,Travel,Series A,Hyderabad,Virtual travel guide platform
1275,1000000.0,2020,2016,Crofarm,Agritech,Series A,Delhi,Supply chain that supports farmers and provides businesses with freshest produce
1276,85860249.91073933,2020,2015,Timios,Foodtech,Pre series A,Bangalore,Provides healthy snacks for kids
1277,3000000.0,2020,2015,Wooden Street,Ecommerce,Series A,Jaipur,It enables to order custom furniture online
1278,5967000.0,2020,2008,BankBazaar,Fintech,Series D1,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards
1279,2980000.0,2020,2012,Rentmojo,Rental,Series A,Bangalore,"Rental platform for furniture, appliances & electronics"
1280,85860249.91073933,2020,2018,Credgencies,AI & Debt,Seed Round,Bangalore,Tech-enabled platform for resolution of non-performing assets
1281,323000.0,2020,2015,Knorish,SaaS/Edtech,Pre series A,Delhi,All-in-one knowledge commerce SaaS platform
1282,1326000.0,2020,2015,LetsTransport,Logitech,Series A,Bangalore,Offers techno logistics solutions
1283,85860249.91073933,2020,2017,Vahak,Transport,Seed Round,Bangalore,It enables logistic companies to conncet with transporters
1284,85860249.91073933,2020,2013,Nutrova,Nutrition,Pre series A,Mumbai,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,"
1285,500000.0,2020,2018,Cube Wealth,SaaS,Mid series,Mumbai,A digital wealth management services
1286,5000000.0,2020,2019,IVF Access,Healthtech,Series A,Bangalore,It provdes IVF treatments
1287,2000000.0,2020,2017,Hoi Foods,Foodtech,Pre series A,Delhi,Quality food solution
1288,27000000.0,2020,2015,Ola Financial Services,Fintech,Series A,Bangalore,It operates Ola Money
1289,5200000.0,2020,2015,Awifs,Co-working,Series A,Delhi,Provides office space solutions
1290,55000000.0,2020,2014,Dunzo,Logistics,Series A,Bangalore,India-based hyperlocal delivery startup
1291,85860249.91073933,2020,2019,Swiflearn,Edtech,Seed Round,Gurugram,Learning platform for K-10 students looking for personalised learning
1292,85860249.91073933,2020,2017,Remedo,Healthtech,Pre series A,Delhi,The platform connects doctors with patients
1293,85860249.91073933,2020,2014,Blowhorn,Logistics,Series A,Bangalore,Tech platform that connects logistics service seekers with mini-truck drivers
1294,1000000.0,2020,2015,Toch,AI,Pre series A,Mumbai,"Helps online video creators, media companies, advertisers, and OTT platforms optimise their videos"
1295,85860249.91073933,2020,2015,Gram Cover,Insurtech,Pre series A,Noida,It provides insurance products in rural areas
1296,2500000.0,2020,2018,Coin DCX,Cryptocurrency,Series A,Mumbai,Hybrid crypto exchange platform
1297,85860249.91073933,2020,2015,HomeCapital,Fintech,Series A,Mumbai,Home Down Payment Assistance Program
1298,2530000.0,2020,2015,Euler Motors,Automotive tech,Series A,Delhi,Startup focusses on electric vehicles
1299,85860249.91073933,2020,2018,Riskcovry,Insurtech,Pre series A,Mumbai,Offers various insurance products
1300,85860249.91073933,2020,2015,NWNT (No Worry No Tension Healthcare),Healthtech,Pre series A,Delhi,Mental healthtech startup
1301,85860249.91073933,2020,2015,Voicezen,AI,Series A,Gurugram,Conversational AI startup
1302,340000.0,2020,2015,Leap Club,"0    Fintech
Name: Sector, dtype: object",Pre seed round,Gurugram,Community led professional network for women
1303,792000.0,2020,2012,Credit Mantri,Fintech,Series A,Chennai,Offers free credit score and a detailed credit analysis report
1304,1000000.0,2020,2015,Xtracap,Fintech,Series A,Gurugram,"Offers online payment solution,schemes, order management, insurance etc.,"
1305,85860249.91073933,2020,2019,Tring,Media,Series A,Mumbai,Celebrity engagement platform
1306,85860249.91073933,2020,2010,Vakilsearch,Legal,Series A,Chennai,"Online platform for legal, tax and compliance services"
1307,60000000.0,2020,2015,Khatabook,Fintech,Series B,Bangalore,It helps SMEs to maintain their accounts and ledger online.
1308,11363000.0,2020,2014,LendingKart,Fintech,Series D,Ahmedabad,Provides working capital loans and business loans to MSMEs
1309,100000.0,2020,2015,Illumnus,Edtech,Seed Round,Bangalore,Offers Collaborative learning management system for educational institutions
1310,1715000.0,2020,2015,LetsTransport,Logitech,Series A,Bangalore,Offers techno logistics solutions
1311,329000.0,2020,2017,Eggoz,Agritech,Seed Round,Bihar,"Provides technology backed, deep integration services to egg farmers"
1312,85860249.91073933,2020,2018,Winuall,Edtech,Series A,Bangalore,It helps coaching institutes in digitization
1313,5271000.0,2020,2015,Indian School Finance Company,Fintech,Seed Round,Hyderabad,NBFC that provides funding to education system
1314,650000.0,2020,2014,Juicy Chemistry,"0    Fintech
Name: Sector, dtype: object",Series A,Bangalore,It focuses on organic based skincare products
1315,85860249.91073933,2020,2018,DeepTek,Healthtech,Series A,Pune,AI enabled radiology platform
1316,85860249.91073933,2020,2012,Stepathlon Lifestyle,Fitness,Series A,Mumbai,It organises corporate wellness programs
1317,8700000.0,2020,2018,Sindhuja Microcredit,Fintech,Series A,Noida,It provides financial services to self employed women entrepreneurs
1318,3226000.0,2020,2012,Rentmojo,Rental,Series A,Bangalore,"Rental platform for furniture, appliances & electronics"
1319,85860249.91073933,2020,2015,Tesco Charge Zone,EV,Series A,Gujarat,Operates electric vehicle charging zone
1320,5900000.0,2020,2016,Intello Labs,"Supply chain, Agritech",Series A,Gurugram,Standardisation and Quality control of fruits & vegetables
1321,44000000.0,2020,2012,SirionLabs,SaaS,Series C,Gurugram,"Provides procurement, outsourcing services & contract management software"
1322,3879000.0,2020,2015,Magicpin,"0    Fintech
Name: Sector, dtype: object",Series A,Gurugram,"It is a local discovery, rewards, and commerce platform"
1323,85860249.91073933,2020,2019,GroCurv,B2B,Seed Round,Gurugram,"It offers a wide range of business related services like Branding, marketing, sales etc.,"
1324,1000000.0,2020,2019,Refrens,SaaS,Seed Round,Bangalore,"Offers a free invoicing, payments and expense management system"
1325,13000000.0,2020,2017,Shiprocket,Logitech,Series C,Bangalore,Tech enabled logistics aggregator
1326,85860249.91073933,2020,2015,Spyne,AI,Pre series A,Gurugram,Helps online businesses with visual content
1327,8800000.0,2020,2012,Nykaa,Ecommerce,Series A,Mumbai,Deals in cosmetic and wellness products
1328,9500000.0,2020,2015,Docsapp,Healthtech,Series A,Bangalore,Online doctor consultation app
1329,1000000.0,2020,2018,Phable,Healthtech,Pre series A,Bangalore,"It creates an engagement loop between doctors, hospitals, and patients via its app"
1330,85860249.91073933,2020,2015,Generic Aadhaar,Pharma,Series A,Bangalore,It provides a platform for entrepreneurs to access generic  medicine at low cost
1331,85860249.91073933,2020,2015,Nium,Fintech,Series A,Bangalore,Open global money platform
1332,2000000.0,2020,2015,Mintoak,Fintech,Pre series A,Mumbai,Merchant payment solutions startup
1333,10000000.0,2020,2018,VestSpace,Spacetech,Series A,Pune,It builds small satellite paltforms
1334,85860249.91073933,2020,2015,Blackbuck,Logistics,Series A,Bangalore,Provides trucking services
1335,5100000.0,2020,2016,Vernacular ai,AI,Series A,Bangalore,It offers Multiligual AI platform
1336,920000.0,2020,2015,Clover,Agritech,Series A,Bangalore,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits
1337,15000000.0,2020,2015,Varthana,Fintech,Series D,Bangalore,Offers secured and unsecured loans
1338,85860249.91073933,2020,2016,Codeninja,SaaS,Seed Round,Bangalore,AI-powered 'no-code' platform which can generate application development code
1339,85860249.91073933,2020,2016,MetaMerphoSys,Insurance technology,Pre series A,Pune,Digital insurance platform for businesses
1340,1700000.0,2020,2016,Rooter,Gaming,Pre series A,Delhi,Live sports engagement platform
1341,85860249.91073933,2020,2019,Aker Foods,Foodtech & Logistics,Series A,Pune,Ai driven supply chain platform
1342,85860249.91073933,2020,2015,Sascan Meditech pvt ltd,Healthtech,Series A,Kerala,They are developing technology that can detect early cancerous cells
1343,35600000.0,2020,2009,DailyHunt,Media,Series A,Bangalore,News aggregator
1344,9400000.0,2020,2014,Pratilipi,Media,Series C,Bangalore,A digital platform that connects readers and writers in various languages
1345,790000.0,2020,2015,Biryani By Kilo,Food,Series B,Delhi,Online paltform to order biryani
1346,480000.0,2020,2015,Consure Medical,Healthtech,Series A,Delhi,"Novel platform technologies to manage, diagnose, and treat various GI disorders"
1347,250000.0,2020,2015,Servify,"0    Fintech
Name: Sector, dtype: object",Series A,Mumbai,It is a technology company which serves as a platform for brands to offer end-to-end solutions to their users
1348,160000.0,2020,2015,Tessol,Logistics,Series A,Mumbai,It provides end to end cold chain logistics solutions
1349,85860249.91073933,2020,2015,Remedo,Healthtech,Pre series A,Noida,"It helps doctors engage with patients, improve patient experience"
1350,85860249.91073933,2020,2018,News Reach,Media,Series A,Ahmedabad,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content"
1351,85860249.91073933,2020,2016,RoomSoom,Housing,Series A,Noida,It provides co-living and student rooms
1352,400000.0,2020,2015,Pedagogy,Edtech,Series A,Bangalore,It has a single subscription model that allows users to access books and digital courses.
1353,8200000.0,2020,2008,Classplus,Edtech,Series B,Delhi,"It provides mobile-first software for coaching institutes, tuition centres and private tutors"
1354,15500000.0,2020,2014,Medlife,Pharmaceutical,Series A,Bangalore,It solves inadequacies in the healthcare delivery system through technology
1355,85860249.91073933,2020,2015,Qin1,Edtech,Series A,Noida,It is alearning platform for kids in the age group 5 to 14 yrs
1356,4257000.0,2020,2015,MYSUN,Tech,Pre series A,Delhi,Platform for rooftop solar energy solutions
1357,1410000.0,2020,2015,ShopX,Ecommerce,Series A,Bangalore,B2B retail operating system
1358,85860249.91073933,2020,2015,Sarva,Yoga & wellness,Series A,Bangalore,It drives a cultural change in making yoga-based wellness a part of modern lifestyle
1359,85860249.91073933,2020,2015,Expertrons,AI,Seed Round,Mumbai,AI video bot platform for career hacks
1360,1500000.0,2020,2015,NewsBytes,Digital Media,Series A,Gurugram,News portal
1361,500000.0,2020,2018,Wagonfly,"0    Fintech
Name: Sector, dtype: object",Series A,Bangalore,Contactless shopping and delivery experience by using radio frequency to tag retail items
1362,2100000.0,2020,2018,NIRA,Fintech,Pre series A,Bangalore,It offers access and credit to working Indians
1363,4000000.0,2020,2019,Convosight,Data Analytics,Pre series A,Hyderabad,It helps business gain insights from its community on Facebook groups
1364,2000000.0,2020,2015,Fittr,Fitness,Series A,Pune,Fitness Social Network & Consultation Platform
1365,85860249.91073933,2020,2018,AsknBid,Investment Tech,Series A,Bangalore,It builds algorithmic investing-based tech products
1366,20000000.0,2020,2015,Bira91,Beverage,Series C,Bangalore,Craft beer maker
1367,85860249.91073933,2020,2017,Finaureus Technologies,Fintech,Pre series A,Pune,Provides investment management solutions
1368,349800.0,2020,2014,Daily Ninja,Ecommerce,Series A,Haryana,Online Milk Delivery startup
1369,786000.0,2020,2014,Guvi Geek Network Pvt Ltd,Edtech,Pre series A,Chennai,Operates vernacular-language based education
1370,2004000.0,2020,2017,LoadShare,Logistics,Series B,Bangalore,Provides technology based solutions to SMEs in logistics
1371,6800000.0,2020,2015,Vedantu,Edtech,Series C,Bangalore,Onine learning platform
1372,5000000.0,2020,2004,Indusface,IT,Series A,Bangalore,It provides IT security solutions
1373,123000000.0,2020,2008,DMI Group,Financial Services,Series A,Delhi,Pan-India Credit providing platform
1374,248000.0,2020,2017,Spintly,IoT,Pre series A,Goa,It is a wireless cloud-based access control system
1375,85860249.91073933,2020,2014,Credr,Automobile,Series A,Mumbai,A marketplace to buy and sell used bikes and scooters
1376,12000000.0,2020,2015,Bijak,Agritech,Series A,Gurugram,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics"
1377,7500000.0,2020,2014,Bugworks,Biopharma,Series A,Bangalore,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections
1378,85860249.91073933,2020,2015,DrinkPrime,"0    Fintech
Name: Sector, dtype: object",Seed Round,Bangalore,Water purifier subscription service
1379,4500000.0,2020,2015,Yap,Fintech,Series A,Chennai,Banking and payment products-focused API platform
1380,85860249.91073933,2020,2017,UzhavarBumi,Dairy,Series A,Tamil Nadu,Provides fresh dairy products
1381,150000.0,2020,2018,Tattva,Beauty & wellness,Series A,Delhi,Sells its organic and beauty products via marketplace
1382,85860249.91073933,2020,2015,Pariksha,Edtech,Pre series A,Pune,Platform for vernacular test-preparation
1383,24000000.0,2020,2015,DailyHunt,Media,Series A,Bangalore,News aggregator
1384,30000000.0,2020,2014,NoBroker,Real Estate,Series A,Bangalore,Online real estate rental startup
1385,4000000.0,2020,2011,Box8,Foodtech,Series A,Mumbai,Enables to order food online
1386,15000000.0,2020,2013,Capital Float,Fintech,Series A,Bangalore,Online platform that provides working capital finance to SMEs
1387,13000000.0,2020,2015,ITILITE,Travel & SaaS,Series B,Bangalore,Platform for business travel
1388,85860249.91073933,2020,2015,Morning Context,Digital Media,Seed Round,Bangalore,A subscription-only digital media publisher
1389,2000000.0,2020,2019,Aavenir,SaaS,Seed Round,Ahmedabad,Source-to-Pay Software
1390,85860249.91073933,2020,2015,Savvy Co op,Healthcare,Series A,Bangalore,It connects patients with healthcare companies
1391,85860249.91073933,2020,2018,BLive,Tourism & EV,Pre series A,Bangalore,"It offers experiential, guided tours on smart electric bikes"
1392,20000000.0,2020,2015,Yellow Messenger,AI,Series B,Bangalore,It offers conversational chatbots
1393,400000.0,2020,2015,Toch,Media Tech,Series A,Bangalore,AI based Video object detection and Tagging platform
1394,200000.0,2020,2015,Ewar,Gaming,Series A,Bangalore,E-sports and real-time gaming startup
1395,14259000.0,2020,2015,Setu,Fintech,Series A,Bangalore,"Offers open APIs across four categories: bills, savings, credit, and payments."
1396,4000000.0,2020,2015,Wellthy Therapeutics,Healthtech,Pre series A,Bangalore,It offers a digital therapeutics service
1397,85860249.91073933,2020,2018,Power Gummies,Health,Series A,Delhi,Offers health supplements related gummies
1398,85860249.91073933,2020,2019,Locale ai,Location Analytics,Series A,Bangalore,It helps companies with moving assets  increase revenues and demand using real time location data and analytics
1399,24500000.0,2020,2015,FarEye,Logistics,Series D,Delhi,"It enables businesses to execute, track, predict and oprimize the movements of goods"
1400,50000000.0,2020,2015,Rebel Foods,Food tech,Series A,Bangalore,It runs internet kitchen
1401,3800000.0,2020,2008,BankBazaar,Fintech,Series D,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards
1402,18370000.0,2020,2014,Porter,Logistics,Series D,Mumbai,Logistics and fleet management
1403,68525000.0,2020,2015,SugarBox,Tech,Series A,Mumbai,Hyperlocal data distribution platform
1404,4800000.0,2020,2013,Capital Float,Fintech,Series F,Bangalore,Online platform that provides working capital finance to SMEs
1405,60000000.0,2020,2015,Big Basket,E store,Series A,Bangalore,Online grocery store
1406,2000000.0,2020,2015,Amica,Fintech,Series A,Bangalore,Neobanking startup
1407,12500000.0,2020,2015,Vedantu,Edtech,Series C,Bangalore,Onine learning platform
1408,1834000.0,2020,2016,Fingerlix,Food,Series A,Bangalore,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,"
1409,85860249.91073933,2020,2015,Plop,Tech,Angel Round,Mumbai,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand
1410,8000000.0,2020,2018,Zupee,Gaming,Series A,Bangalore,It runs live quiz tournaments on its app.
1411,12000000.0,2020,2012,DeHaat,Agritech,Series A,Bangalore,Online marketplace for farming services and products
1412,7500000.0,2020,2015,Lido Learning,Edtech,Series B,Mumbai,Online teaching service
1413,23850000.0,2020,2014,Aye Finance,Fintech,Series A,Gurugram,A finance lender to SMEs
1414,43000000.0,2020,2014,Swiggy,Foodtech,Series A,Bangalore,Platform to order food online from restaurants and getting it delievered
1415,7000000.0,2020,2018,Akna Medical,Healthtech,Series A,Bangalore,Provides supply solutions for surgical and pharmaceutical products.
1416,5000000.0,2020,2015,Zomato,Foodtech,Series A,Gurugram,Online food delivery and restaurant discovery platform
1417,800000.0,2020,2015,RaRa Delivery,Logistics,Seed Round,Bangalore,Provides same day delivery service for ecommerce businesses
1418,21600000.0,2020,2015,JusPay,Fintech,Series B,Bangalore,Online payment solutions
1419,85860249.91073933,2020,2018,Obviously AI,Data Science,Series A,Bangalore,It provides predictive insights to clients by leveraging their data
1420,3500000.0,2020,2016,Fingpay,Fintech,Series A,Mumbai,Provides payment solutions
1421,6000000.0,2020,2017,Recko,SaaS,Series A,Bangalore,The platform enables AI-powered reconciliation of digital transactions
1422,10000000.0,2020,2012,Furlenco,Ecommerce,Series A,Bangalore,Furniture rental startup
1423,150000.0,2020,2019,Mera Cashier,Fintech,Series A,Noida,App meant for small and micro businessmen to manage their transactions digitally
1424,500000.0,2020,2019,Kitchens Centre,"0    Fintech
Name: Sector, dtype: object",Seed Round,Delhi,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services
1425,4000000.0,2020,2015,Camp K12,Edtech,Seed Round,Gurugram,It connects students with tutors online
